Experience,Salary
9.77753737453286,217878.06061799292
1.7879866903865682,81402.80035579852
4.666123163151501,131037.84744727252
9.100784342840765,204332.76514261146
0.11000312442698168,71016.04686640472
8.312036857429991,190140.55286144986
0.7751148778770534,72560.7231681558
3.463056533248894,113584.8479987334
4.597722096118593,141260.8314417789
2.8012687006624493,99079.03050993674
6.500593543891479,153111.90315837218
3.163428204069753,108581.42306104628
3.7192058755126247,127084.08813268937
0.7311031876613139,85617.5478149197
7.1126911717432755,172552.36757614912
2.8104165700949766,110408.24855142465
9.830547008625954,207515.2051293893
7.28284441412308,171063.6662118462
8.847133879552707,194236.00819329062
5.576371464226439,150145.57196339656
9.987564442251834,206166.4666337775
8.448740135316436,200896.10202974654
5.345584504692788,132676.76757039182
0.07331581094095152,59710.737164114274
7.730570871769081,174743.56307653623
9.49410038440597,209964.50576608954
0.38043795049408136,75714.56925741122
2.6984685038257297,101875.02755738594
0.5352596083504157,69131.89412525624
4.097414277275423,134141.21415913134
4.0462452553915265,127907.6788308729
2.634271230815617,99750.06846223425
3.261433124157583,114990.49686236374
3.458809851323108,111279.14776984662
3.208370763889098,110589.56145833648
6.012707288364382,158515.60932546575
9.054129927391063,199518.94891086593
7.628957722637963,168439.36583956942
6.148028252120692,162729.4237818104
7.761273852667639,171478.1077900146
4.793140195249044,127002.10292873567
3.5546441932757245,114721.66289913587
7.664955022073109,166790.32533109662
4.98855798338724,126930.3697508086
7.711193824993292,178394.90737489937
9.631633370528018,211207.50055792026
8.451244714747322,199407.67072120984
2.747362718805062,94156.44078207592
9.395746496489151,194391.19744733727
4.652825626229607,120926.3843934441
5.997316109536598,160830.74164304897
5.853466200745389,162496.99301118084
8.106970355243167,179720.5553286475
1.1813821734736818,85964.73260210523
1.654859323334884,93424.88985002326
6.012399150302964,147907.98725454445
1.8379010253039052,101422.51537955858
2.0615402930554505,102208.10439583176
1.4912189895801664,88246.2848437025
9.073620102490667,207851.30153736
2.467744806668187,94845.17210002281
4.352337077633398,127714.05616450097
5.06236790560571,142897.51858408563
7.752967263315284,183978.50894972926
2.2163065688388937,95214.5985325834
3.2163833346935333,122708.75002040301
8.79976666994471,196227.50004917063
0.7443572787303299,76380.35918095495
6.697527379126896,167477.91068690346
1.5757621582913606,96032.4323743704
3.841432646644688,119740.48969967032
4.9752089777020325,133065.13466553047
4.925090496750466,126487.357451257
2.1142768976931183,85191.15346539678
7.710996937681057,174217.95406521586
9.015982596240836,201862.73894361252
2.298353059292466,94120.295889387
1.0326070009120836,80314.10501368126
8.951656920512649,189904.85380768974
4.796337695539808,146413.06543309713
0.7796042750231269,72478.06412534691
7.912396624867963,193187.94937301945
0.5021224351943332,59041.836527915
6.571267807167445,161507.01710751167
8.539982527489746,189223.7379123462
2.3809906145674296,93551.85921851144
6.115594145345798,151369.91218018698
6.051485172138386,150837.2775820758
1.1472000010513728,75387.0000157706
1.6156841543893052,75361.26231583959
0.6639420089666526,70814.13013449979
3.6175175702261497,112202.76355339224
3.6355222913788268,122827.8343706824
8.688308612041048,187901.6291806157
2.7687070045043507,110700.60506756525
6.024502094840765,140977.53142261147
4.880872825859919,134934.09238789877
2.668633855945454,107510.50783918181
3.1618341820382034,103406.51273057304
2.056123479672043,101757.85219508065
2.531123757437568,90405.85636156352
9.13678263599639,198178.73953994585
9.282045830015983,209033.68745023975
2.820222989150347,101572.34483725521
7.446173792012473,182479.60688018712
2.408974900297438,110317.62350446158
5.768455510392182,140170.83265588275
9.819732118812057,197515.98178218087
3.6418647640043833,114111.97146006575
7.363303199313373,181952.5479897006
4.13459560977102,134113.9341465653
0.02001358994114799,74707.20384911721
6.828451368362442,170372.77052543662
1.940854507479317,101910.81761218976
9.445765881184421,214970.4882177663
0.20352089291976516,60906.813393796474
1.4335635924431323,90723.45388664698
7.3617321851833575,183364.98277775035
6.126852047127821,162527.7807069173
3.6615152440968646,107414.72866145297
2.9932916615360403,111653.3749230406
7.541083014264897,187837.24521397345
7.878154675324613,174754.32012986921
0.38365428887363273,61426.814333104485
7.540591375088468,182504.870626327
3.0372701473789885,100714.05221068484
6.628795820134661,156237.9373020199
2.1908128654556136,106468.1929818342
4.129987105971481,131735.80658957222
4.070100525835288,122098.50788752933
0.8456345940469512,84287.51891070427
4.15097499601858,126067.6249402787
3.353541494644717,112946.12241967075
6.745803949594709,172090.05924392064
9.569312521359329,207790.68782038993
8.542493369447683,190002.40054171527
9.411047011029105,201513.70516543658
6.618498168705962,167301.47253058944
5.157872826722004,134643.09240083006
2.352578576538135,96302.67864807203
5.944848111871533,149465.721678073
